ID,PN,IPC,Title,Abstract,Year,Keywords,Novelty
1280001,CN106097335B,"[""G06K9/62"", ""G06T7/00""]",Alimentary canal lesion image identification system and identification method,"The invention discloses an alimentary canal lesion image identification system. The system comprises a memory, an image preprocessing module, an image feature extraction module, a machine learning module and an image identification module, wherein the storage data communication end of the memory is connected with the data input end of the image preprocessing module, the data output end of the image preprocessing module is connected with the data input end of the image feature extraction module, the first data output end of the image feature extraction module is connected with the data input end of the machine learning module, the second data output end of the image feature extraction module is connected with the first data input end of the image identification module, and the data output end of the machine learning module is connected with the second data input end of the image identification module. The efficiency and the accuracy of alimentary canal lesion image identification are improved.",2016.0,"[""canal lesion"", ""comprises memory image"", ""identification module data"", ""image feature extraction"", ""discloses alimentary canal""]",13.45937313769338
1290001,CN206048220U,"[""B25J11/00"", ""B25J19/00"", ""B25J9/00""]",Robot body structure,"The utility model discloses a robot body structure, include from the last chest that sets gradually extremely down, the waist, shank and base, the waist includes fixing frame component and sets up in the first steering wheel on fixing frame component upper portion, the shank includes support group spare and fixed the setting in the second steering wheel of supporting plate assembly top and bottom respectively, the third steering wheel, first steering wheel, the driven axle head of second steering wheel and third steering wheel is the company's of being equipped with axle mechanism no. 1 respectively, link axle mechanism no. 2, link axle mechanism no. 3, the chest hypomere is connected with an axle mechanism no. 1 even with the main output shaft of first steering wheel respectively both sides around, the left and right sides of fixing frame component lower part is connected with an axle mechanism no. 2 even with the main output shaft of second steering wheel respectively, the left and right sides of base respectively with the main output shaft of third steering wheel and an axle mechanism three -phase connection even. Much more more this body drying constructs the degree of freedom that has, can control swing back and forth, has better adaptive capacity to environment, and simple structure, dependable performance are worth popularization in the field of business.",2016.0,"[""robot body"", ""company equipped axle"", ""mechanism link"", ""wheel supporting"", ""mechanism chest""]",12.612242326908136
1300001,US10682088B2,"[""A61B5/00"", ""A61B5/0205"", ""G16H20/60"", ""A61B5/06"", ""A61B5/11"", ""A61F5/00""]",METHOD AND APPARATUS FOR MONITORING THE INGESTION OF FOOD AND/OR DRINK BY A SUBJECT,"There is provided an apparatus for monitoring the ingestion of food and/or drink by a subject, the apparatus comprising a control unit that comprises a first obtaining module configured to obtain measurements of one or more physiological characteristics of the subject; a second obtaining module configured to obtain measurements of eddy currents generated in the body of the subject by an externally-applied magnetic field; a setting module configured to set a respective cut-off frequency for one or more filtering stages based on a respective frequency for each of said one or more physiological characteristics; a filtering module configured to filter the measurements of eddy currents using the one or more filtering stages to remove signal components due to the one or more physiological characteristics; and a processing module configured to process the filtered measurements to determine whether food and/or drink is present in the stomach of the subject.",2016.0,"[""provided apparatus"", ""process filtered measurements"", ""food drink subject"", ""physiological characteristics processing"", ""determine food""]",14.05827821017886
1300009,KR20170023708A,"[""G06K9/62"", ""G06N3/04"", ""G06N3/063""]",CONVOLUTIONAL NEURAL NETWORK COMPUTING APPARATUS,"The present invention relates to a digital neural network computing technology field. More specifically, the present invention relates to a convolution neural network computing apparatus including a distributed memory structure for storing artificial neural network data and a computational structure for time-divisionally processing all neurons in a pipeline circuit. The convolution neural network computing apparatus operates as a synchronized circuit in which all elements are synchronized to one system clock. According to an embodiment of the present invention, a convolution neural network computing apparatus has a plurality of convolutional layers including a plurality of input units and a plurality of output units. The convolution neural network computing apparatus includes: a layer division unit for dividing each of the convolution layers into a plurality of partial layers; a calculation unit for performing convolution calculation in preset order of the partial layers; a memory unit for storing input data and output data calculated from the calculating unit; and a receptor unit for transforming data input from the memory unit into a reception field including data in n x n size, wherein n is a predetermined integer, and for providing the data to the calculation unit.",2016.0,"[""storing artificial neural"", ""neurons pipeline circuit"", ""convolution layers"", ""invention relates convolution"", ""network computing apparatus""]",15.063613085310717
1340001,CN107292469A,"[""G06Q10/04"", ""G06Q10/06"", ""G06Q50/06""]",Full life cycle based power grid planning management method,"The invention relates to a full life cycle based power grid planning management method, and belongs to the technical field of power grid planning. The full life cycle based power grid planning management method comprises the steps that firstly various implementation schemes of a power grid planning project are determined; full-life-cycle stage division is performed on the various implementation schemes of the power grid planning project; life cycle cost (LCC) calculation is respectively performed on each divided life cycle stage of the various implementation schemes, and the discounted power grid planning full LCC of the various implementation schemes is acquired; and a full-life-cycle net annual value (NAV) of the various implementation schemes is calculated according to the discounted power grid planning full LCC, and a preferred scheme is determined through comparing the full-life-cycle net annual values (NAVs) of the various implementation schemes. According to the invention, cost optimization and saving of a power grid construction project can be realized, the resource consumption can be lowered, and the project construction cost can be reduced.",2016.0,"[""cycle based power"", ""cost lcc calculation"", ""schemes power grid"", ""life cycle cost"", ""grid planning management""]",11.643811136102016
1350001,CN105798916B,"[""B25J11/00"", ""G05B19/04"", ""H04L29/08""]",Control method and system for intelligent nursing robot,"The invention provides a control method and system for an intelligent nursing robot. According to the control method, after communication connection between the intelligent nursing robot and terminal equipment is built, the intelligent nursing robot receives an intelligent nursing robot starting instruction which is sent by the terminal equipment and input by a user, the intelligent nursing robot determines the current work mode, and work modes include a study teaching work mode, a nursing work mode, a cleaning work mode, a reminding work mode, an electricity detection work mode, an environment detection work mode, an eating-assisting work mode, an information processing work mode, an interconnection and interaction work mode and an equipment starting work mode. The intelligent nursing robot integrates the above functions, thereby being high in integration degree. In this way, the intelligent nursing robot not only has the above functions, but also is lower in cost.",2016.0,"[""robot integrates"", ""receives intelligent nursing"", ""robot according control"", ""robot functions"", ""method intelligent nursing""]",13.291123138510494
1370001,JP2017211988A,"[""G06T7/00"", ""G06F3/01"", ""G06T7/20""]",DETECTION OF HANDS AND FEET BY HIERARCHICAL CONTEXT-AWARE,PROBLEM TO BE SOLVED: To detect hands and feet of a user related to a mobile platform precisely.SOLUTION: A method carried out by a computer includes: an image acquisition step acquiring an image from a sensor which a mobile platform has; a detection step detecting one or more object corresponding to hands and feet of a user related to the mobile platform from the image; a determination step determining reliability for each of the one or more object by using more than two context processors together; and a filter step filtering the object on the basis of the reliability.SELECTED DRAWING: Figure 1,2017.0,"[""object corresponding hands"", ""related mobile platform"", ""acquiring image sensor"", ""platform detection step"", ""hands feet user""]",14.164226151170794
1380001,CN108154186A,"[""G06K9/62""]",Pattern recognition method and device,"The invention discloses a pattern recognition method and device. The pattern recognition method includes the steps of carrying out feature extraction on input training data; after clustering analysisis conducted through an adaptive kernel possibility fuzzy C-means clustering algorithm, creating a reference model and saving the reference model into a reference model database; conducting same feature extraction on input testing data to obtain a testing feature vector, and executing pattern matching on the testing feature vector and each reference model in the reference model database to obtaina pattern recognition result. The pattern recognition device includes a training unit and a recognition unit. According to the scheme of the embodiment, the reference model is created after the clustering analysis is carried out through the adaptive kernel possibility fuzzy C-means clustering algorithm (AKPFCM), adaptive adjustment of the parameter of a kernel function can be achieved according tothe distribution condition of the feature data, better clustering of the feature data is achieved, and the clustering performance is effectively improved.",2017.0,"[""device pattern recognition"", ""recognition method includes"", ""clustering feature data"", ""fuzzy means clustering"", ""clustering algorithm akpfcm""]",13.067111866240406
1430001,US2018033142A1,"[""A61B1/00"", ""A61B1/04"", ""A61B1/06"", ""A61B5/00"", ""G06T7/00""]","IMAGE-PROCESSING APPARATUS, BIOLOGICAL OBSERVATION APPARATUS, AND IMAGE-PROCESSING METHOD",Provided is an image-processing portion including: a fat-region setting portion that detects fat-region information that indicates a fat region in which fat exists in a biological-tissue image; a blood-region-information detecting portion that detects blood-region information that indicates a blood region in which blood exists in the biological-tissue image; a confidence-calculating portion that calculates a confidence for the fat-region information on a basis of the fat-region-information detected by the fat-region setting portion and the blood-region-information detected by the blood-region-information detecting portion; and a display-form setting portion that manipulates the fat region indicated by the fat-region information for which the calculated confidence calculated by the fat-region confidence-calculating portion is lower than a reference confidence that serves as a reference so as to have a display form that can be distinguished from a peripheral region.,2017.0,"[""information detected fat"", ""calculates confidence fat"", ""fat region setting"", ""tissue image confidence"", ""including fat region""]",13.778335897610834
1440001,CN107941829A,"[""G01N23/18"", ""G08C17/02""]",Concrete pouring quality CT detector system and detecting method,"The invention provides a concrete pouring quality CT detector system and a detecting method. The system is of a distributive integrated structure and is a CT detector which is provided with an embedded system and is on the basis of wireless data transmission. The system comprises a main control station, a plurality of acquiring substations and a compacting source triggering substation, wherein each acquiring substation is connected to the main control station in a wireless network communication manner; the compacting source triggering substation is connected to the main control station in thewireless network communication manner; each acquiring substation is connected to the compacting source triggering substation in the wireless network communication manner. The system has the advantagesthat a lightweight, small-size, variable channel umber and variable function type concrete pouring quality CT detector which is free from a cable and a host power supply is provided and is on the basis of the embedding technology and the wireless transmission technology and can be widely popularized and used.",2017.0,"[""substations compacting source"", ""transmission technology"", ""ct detector free"", ""detector detecting method"", ""concrete pouring quality""]",13.043738666483844
1450001,CN109033107A,"[""G06N3/04"", ""G06N3/08"", ""G06F16/583"", ""G06K9/62""]","Image retrieval method and apparatus, computer device, and storage medium","The invention provides an image retrieval method and apparatus, a computer device and a storage medium, the method comprising: acquiring a retrieved image; inputting the retrieved image into a convolution neural network trained in advance for the training image samples with similar relationship, and obtaining the first output result through an input layer and a pre-convolution layer. The first output result is inputted to the branch network, and the position probability map of the object corresponding to the probability that each pixel point is an object is obtained. The first output result isinput to the middle convolution layer of the convolution neural network to obtain the feature map of the retrieved image; the feature map of fused position information is obtained by point multiplication of feature map and position probability map, and the feature map of fused position information is input to the post-convolutional layer of the convolution neural network, and the feature vector of retrieved image is outputted through the post-convolutional layer and full connection layer. The feature vector of the retrieved image is compared with the feature vector of each image in the database, and the retrieval result of the retrieved image is obtained. This method has high accuracy.",2017.0,"[""result retrieved image"", ""image convolution neural"", ""vector image database"", ""image obtained method"", ""provides image retrieval""]",14.81322377301812
1460001,CN107145536A,"[""G06F17/30"", ""G06K9/62"", ""G06Q30/06"", ""G06F16/335""]",User portrait constructing method and device as well as recommending method and device,"The invention provides a user portrait constructing method and device as well as a recommending method and device. The user portrait constructing method comprises the following steps: acquiring a user's characteristic data, and determining the type of the characteristic data; constructing a data portrait according to the characteristic data and the type of the characteristic data; and constructing a user portrait according to the data portrait. The technical scheme of the invention realizes that the user owned personalized information is described by using sentence vectors and article vectors, the insufficiency in portraying the user by text labels is compensated, and implicated information at the semantic level can be expressed, so the portrait has semantic information, and the user is more comprehensively and accurately portrayed.",2017.0,"[""portraying user text"", ""data portrait technical"", ""expressed portrait semantic"", ""portrait constructing method"", ""device user portrait""]",14.427089446729711
1480001,US2018124402A1,"[""G06T9/00"", ""H04N19/117"", ""H04N19/134"", ""H04N19/136"", ""H04N19/139"", ""H04N19/14"", ""H04N19/157"", ""H04N19/159"", ""H04N19/172"", ""H04N19/176"", ""H04N19/18"", ""H04N19/196"", ""H04N19/44"", ""H04N19/50"", ""H04N19/503"", ""H04N19/513"", ""H04N19/527"", ""H04N19/573"", ""H04N19/577"", ""H04N19/61"", ""H04N19/625"", ""H04N19/82"", ""H04N19/86"", ""H04N19/89"", ""H04N19/90"", ""H04N19/91""]","FILTERING STRENGTH DETERMINATION METHOD, MOVING PICTURE CODING METHOD AND MOVING PICTURE DECODING METHOD",A moving picture coding apparatus includes an inter-pixel filter having filters for filtering decoded image data so as to remove block distortion which is high frequency noise around block boundaries. The inter-pixel filter includes filters having different filtering strengths. The coding apparatus also includes a filter processing control unit for determining a filtering strength of the inter-pixel filter.,2017.0,"[""filter processing"", ""includes inter pixel"", ""strengths coding apparatus"", ""filters filtering decoded"", ""moving picture""]",7.465447927621041
1490001,CN107451657A,"[""G06N3/04""]",Multi-threshold multi-function neuron design method,"The invention relates to the technical field of multi-threshold multi-function neuron design methods and belongs to the technical field of artificial intelligence, bionics and circuit design. An artificial neuron receives multiple inputs. When an accumulated value is lower than a minimum threshold, the artificial neuron cannot be activated. When the accumulated value exceeds a set threshold, the artificial neuron is activated. The artificial neuron is provided with multiple thresholds. When the accumulated value reaches a certain threshold, the activation function corresponding to the certain threshold is started and the value of the corresponding intensity is output to a next neuron.",2017.0,"[""provided multiple thresholds"", ""activated artificial neuron"", ""function neuron"", ""neuron design methods"", ""multi threshold multi""]",12.740288967684586
1510001,US10325601B2,"[""G06N7/00"", ""G10L15/07"", ""G10L15/26"", ""G10L17/00"", ""G10L17/04"", ""G10L15/19"", ""G10L17/08"", ""G10L17/24"", ""H04M1/27""]",SPEAKER RECOGNITION IN THE CALL CENTER,Utterances of at least two speakers in a speech signal may be distinguished and the associated speaker identified by use of diarization together with automatic speech recognition of identifying words and phrases commonly in the speech signal. The diarization process clusters turns of the conversation while recognized special form phrases and entity names identify the speakers. A trained probabilistic model deduces which entity name(s) correspond to the clusters.,2017.0,"[""speakers speech signal"", ""distinguished associated speaker"", ""diarization process clusters"", ""recognition identifying words"", ""speakers trained probabilistic""]",12.766648452177629
1520001,CN110546678A,"[""G06Q50/20""]",COMPUTATIONALLY DERIVED ASSESSMENT IN CHILDHOOD EDUCATION SYSTEMS,"A system for performing implicit assessment of a pupil is provided. The system receives a learning content from a content provider, the learning content having checkpoints at different stages of the learning content. The system associates assessment instructions with each checkpoint of the learning content. The system renders the received learning content for presentation to a pupil and captures the behaviors of the pupil during the presentation of the learning content. The system performs an assessment of the pupil at each checkpoint encountered during the rendering of the learning presentation. The assessment at a checkpoint includes using the checkpoint's associated assessment instructions to assign a score based on the captured behaviors. The system then produces an overall evaluationbased on the assessments performed at the encountered checkpoints.",2017.0,"[""checkpoint associated assessment"", ""behaviors pupil presentation"", ""content performs assessment"", ""checkpoint learning content"", ""implicit assessment""]",12.557105400040449
1530001,DE112017006151T5,"[""G06N20/00""]",Anpassbare Verarbeitungskomponenten,"Bei der Konfiguration eines Verarbeitungssystems mit einer Anwendung, die aus Machine Learning-Komponenten besteht, wobei die Anwendung an einem Satz von Trainingsdaten trainiert wurde, wird die Anwendung auf dem Verarbeitungssystem unter Verwendung eines weiteren Satzes von Trainingsdaten ausgeführt. Aus dem weiteren Satz von Trainingsdaten erzeugte Ausgaben der Anwendung, die mit Ground-Truth-Daten übereinstimmen, werden identifiziert. Die Komponenten werden angepasst, um Ausgaben der Anwendung, die mit den Ground-Truth-Daten übereinstimmen, unter Verwendung der identifizierten Ausgaben der Anwendung zu erzeugen.",2017.0,"[""trainingsdaten"", ""von trainingsdaten trainiert"", ""eines verarbeitungssystems"", ""aus machine learning"", ""truth daten \u00fcbereinstimmen""]",12.840038311734524
1540001,RU179094U1,"[""A61B5/02"", ""A61B5/16"", ""G09F9/30""]",УСТРОЙСТВО ДЛЯ ПСИХОФИЗИОЛОГИЧЕСКОГО ТЕСТИРОВАНИЯ ПЕРЕГОВОРЩИКОВ,"Полезная модель относится к области психофизиологии труда специалистов опасных профессий и может применяться для профессионального отбора переговорщиков.Устройство для тестирования психофизиологического состояния переговорщиков состоит из металлической крестообразной рамы, образованной двумя жестко закрепленными перпендикулярно расположенными полыми перекладинами с полыми вертикальными стойками, расположенными на их концах, причем в точке пересечения перекладин установлено полое оборудованное гониометром шарнирное крепление для кресла со спинкой, на вертикальной стойке перед креслом расположено табло для предъявления информации, лампа-вспышка и биорадиолокатор, на остальных стойках расположены акустические динамики, одна из боковых стоек оборудована USB-портом для подключения накопителя с энергонезависимой памятью, модуля коммутации, модуля электропитания и микрокомпьютера, с которым кабелями, размещенными в полостях перекладин и стоек, соединяются внешние устройства, отличающееся тем, что в боковую стойку вмонтирован двухрежимный индикатор исправности устройства, соединенный кабелями с модулем электропитания и микрокомпьютером, причем экран табло выполнен с возможностью предъявления на нем видеоинформации для психофизиологического тестирования переговорщиков, сопровождаемой аудиокомментариями через акустические динамики, предъявлении переговорщикам вопросов психологических тестов, где их ответ обрабатывается блоком речевого ввода информации и передается в микрокомпьютер, при этом подключаемые биорадиолокатор и микрокомпьютер выполнены с возможностью выделять в принятом биорадиолокационном сигнале модуляции, обусловленные дыханием и сердцебиением человека, определять частоту пульса и частоту дыхания обследуемого, а также гониометр выполнен с возможностью вычисления амплитуды отклонений кресла, обусловленных изменением положения тела обследуемого, далее с помощью алгоритмов, сопоставляют характер предъявляемой видео-аудио-текстовой информации с психофизиологическими реакциями обследуемых на ее предъявление, под реакциями понимаются изменение частоты дыхания, частоты сердцебиения, изменение поз, микрокомпьютер также выполнен с возможностью расчета оценки психофизиологического состояния, на основании чего делают вывод о психофизиологической надежности переговорщиков.Технический результат, достигаемый заявленной совокупностью признаков, заключается в упрощении контроля исправности и работоспособности устройства. 8 з.п. ф-лы.",2017.0,"[""\u043f\u0441\u0438\u0445\u043e\u0444\u0438\u0437\u0438\u043e\u043b\u043e\u0433\u0438\u0438 \u0442\u0440\u0443\u0434\u0430 \u0441\u043f\u0435\u0446\u0438\u0430\u043b\u0438\u0441\u0442\u043e\u0432"", ""\u0440\u0430\u0441\u0447\u0435\u0442\u0430 \u043e\u0446\u0435\u043d\u043a\u0438 \u043f\u0441\u0438\u0445\u043e\u0444\u0438\u0437\u0438\u043e\u043b\u043e\u0433\u0438\u0447\u0435\u0441\u043a\u043e\u0433\u043e"", ""\u0442\u0435\u0441\u0442\u0438\u0440\u043e\u0432\u0430\u043d\u0438\u044f \u043f\u0441\u0438\u0445\u043e\u0444\u0438\u0437\u0438\u043e\u043b\u043e\u0433\u0438\u0447\u0435\u0441\u043a\u043e\u0433\u043e \u0441\u043e\u0441\u0442\u043e\u044f\u043d\u0438\u044f"", ""\u043f\u0440\u043e\u0444\u0435\u0441\u0441\u0438\u043e\u043d\u0430\u043b\u044c\u043d\u043e\u0433\u043e \u043e\u0442\u0431\u043e\u0440\u0430 \u043f\u0435\u0440\u0435\u0433\u043e\u0432\u043e\u0440\u0449\u0438\u043a\u043e\u0432"", ""\u043f\u0435\u0440\u0435\u0433\u043e\u0432\u043e\u0440\u0449\u0438\u043a\u0430\u043c \u0432\u043e\u043f\u0440\u043e\u0441\u043e\u0432 \u043f\u0441\u0438\u0445\u043e\u043b\u043e\u0433\u0438\u0447\u0435\u0441\u043a\u0438\u0445""]",12.390523350925196
1550001,KR101892184B1,"[""G02B1/11"", ""G06K9/00"", ""G06K9/62""]",MULTI BIOMETRIC TERMINAL AND ACCESS CONTROL SYSTEM HAVING THE SAME,One embodiment of the present invention relates to a multi biometric device including a host system capable of recognizing two or more physical features. A host system comprises a biodata input unit capable of acquiring biodata of a user; and a biodata identification unit comparing the obtained biodata with biodata of the user registered in advance and performing identification. The biodata input unit receives a plurality of pieces of biodata from a body when the user body approaches in a non-contact state. The host system is housed in one module or one housing.,2017.0,"[""biodata identification unit"", ""recognizing physical"", ""features host comprises"", ""device including host"", ""multi biometric""]",12.025346191922075
1560001,CN108073905A,"[""G06K9/00""]",Intelligent water gauge reading method and system and equipment,"The invention discloses an intelligent water gauge reading method and system and equipment. The method comprises the steps that collected video streaming of intelligent water gauge readings is subjected to robust pretreatment; on the basis of a canny operator, water level detection is conducted on video streaming data obtained after pretreatment, and the position of the water surface is obtained;by means of a training model, the scale meaning of an intelligent water gauge is identified, and the height of the water level is calculated on the basis of the position of the water surface. Accordingly, the actual problems such as the accuracy, real-time performance and robustness of the water gauge are effectively solved; in addition, the system and equipment corresponding to the method are provided, the defects in the aspects of the speed, precision and the like of an original algorithm are overcome, the intelligent water gauge can work reliably in the scenes under the bad conditions suchas haze and night, and the system and equipment are widely applicable to industries needing water gauge identification in multiple scenes.",2017.0,"[""water level"", ""overcome intelligent water"", ""performance robustness water"", ""gauge readings subjected"", ""gauge reading method""]",11.368828431108696
1570001,CN107316152A,"[""G06Q10/06"", ""G06Q50/06""]","Planning method of participation of electric vehicles in demand-side response, device and computing device","The present invention discloses a planning method of the participation of electric vehicles in demand-side response, a planning device of the participation of the electric vehicles in demand-side response and a computing device. The method includes the following steps that: an electric vehicle expense model is established, wherein the electric vehicle expense model includes a minimum expense function for minimizing electric vehicle spare capacity expenses; the operating cost model of an independent system operator is established, wherein the operating cost model includes an operating cost function for calculating and adjusting the actual energy expenses of operating services; a system consumption model is established, wherein the system consumption model includes a consumption cost function for calculating expenses corresponding to conventional costs; corresponding constraints are constructed for the electric vehicle expense model , the operating cost model and the system consumption model; a system cost planning model is generated on the basis of the electric vehicle expense model, the operating cost model and the system consumption model; and the optimal solution of the system cost planning model is obtained so as to optimize the planning of the participation of the electric vehicles in the demand side response.",2017.0,"[""electric vehicle"", ""demand response planning"", ""operating cost model"", ""participation electric vehicles"", ""consumption cost function""]",11.295686630451776
1580001,WO2019116119A1,"[""G16B40/10""]",DEEPSIMULATOR METHOD AND SYSTEM FOR MIMICKING NANOPORE SEQUENCING,"A method for sequencing biopolymers. The method includes selecting (700) with a sequence generator module (104) an input nucleotide sequence (260) having plural k-mers; simulating (702) with a deep learning simulator (100), actual electrical current signals (270) corresponding to the input nucleotide sequence (260); identifying (704) reads (240') that correspond to the actual electrical current signals (270); and displaying (706) the reads (240'). The deep learning simulator (100) includes a context-dependent deep learning model (106A) that takes into consideration a position of a k-mer of the plural k-mers on the input nucleotide sequence (206) when calculating a corresponding actual electrical current.",2018.0,"[""biopolymers"", ""biopolymers method includes"", ""mers input nucleotide"", ""700 sequence generator"", ""method sequencing""]",12.879755820966665
1610001,US11164016B2,"[""G05D1/00"", ""G06K9/00"", ""G06K9/62"", ""G06N3/02""]",Object Detection and Property Determination for Autonomous Vehicles,"Systems, methods, tangible non-transitory computer-readable media, and devices for detecting objects are provided. For example, the disclosed technology can obtain a representation of sensor data associated with an environment surrounding a vehicle. Further, the sensor data can include sensor data points. A point classification and point property estimation can be determined for each of the sensor data points and a portion of the sensor data points can be clustered into an object instance based on the point classification and point property estimation for each of the sensor data points. A collection of point classifications and point property estimations can be determined for the portion of the sensor data points clustered into the object instance. Furthermore, object instance property estimations for the object instance can be determined based on the collection of point classifications and point property estimations for the portion of the sensor data points clustered into the object instance.",2018.0,"[""classifications point property"", ""points clustered object"", ""estimation sensor data"", ""instance property estimations"", ""devices detecting objects""]",12.770297113764572
1640001,CN109461142B,"[""G06T7/00"", ""G06T7/60"", ""G06T7/62"", ""G06T7/73""]","Circuit hidden danger analysis method, device and electronic terminal","The embodiment of the invention provides a line hidden trouble analysis method, a device and an electronic terminal, which are applied to transmission line patrol inspection. The method comprises thefollowing steps: determining a target monitoring area based on point cloud data, wherein the target monitoring area comprises a target line and a tree; Determining a hidden trouble interval accordingto the target line; Judging a tree entering the hidden danger section as a tree barrier; Calculating a characteristic parameter of the barrier according to the point cloud data corresponding to the barrier, the characteristic parameter including an area or a height. Calculating the characteristic parameters of the barriers can help the staff to understand the overall situation of the barriers in the whole transmission line, help to estimate the workload of clearing the barriers, and thus determine how many staff members need to be sent and how many tools need to be used to speed up the progress of clearing the barriers.",2018.0,"[""determining target monitoring"", ""transmission line"", ""barriers determine staff"", ""line patrol"", ""inspection method comprises""]",15.927928182447946
1650001,US2019079999A1,"[""G06F17/27"", ""G06N3/04"", ""G06N5/04"", ""H03M7/30"", ""H04L12/58"", ""G06F16/33"", ""G06F16/332"", ""G06F16/335"", ""G06F16/35"", ""G06F40/20"", ""G06N3/08""]",ELECTRONIC MESSAGE CLASSIFICATION AND DELIVERY USING A NEURAL NETWORK ARCHITECTURE,"A system for electronic message classification and delivery using a neural network architecture includes one or more computing devices associated with one or more users, and at least one computer processing system in communication with one or more computing devices over at least one network. The at least one computer processing system includes at least one processor operatively coupled to a memory device and configured to execute program code stored on the memory device to receive one or more inputs associated with one or more e-mails corresponding to the one or more users across the at least one network, classify the one or more e-mails by performing natural language processing based on one or more sets of filters conditioned on respective ones of the one or more inputs, and permit the one or more users access to the one or more classified e-mails via the one or more computing devices.",2018.0,"[""classification delivery"", ""users computer processing"", ""neural network architecture"", ""inputs associated mails"", ""electronic message""]",12.04494993306712
1670001,CN110399868A,"[""G06K9/32"", ""G06K9/46"", ""G06K9/62"", ""G06N20/00"", ""G06N3/04""]",Coastal wetland bird detection method,"The invention discloses a coastal wetland bird detection method, and the method comprises the steps: fusing detail information facilitating the positioning of a small-size target and high-level semantic information facilitating the recognition into a high-resolution feature map through the feature fusion by using a convolutional neural network; obtaining a region of interest through the region ofinterest generation network; obtaining a foreground area through an area object network; and further screening out the region of interest in the foreground region, thereby realizing the detection andidentification of the birds in the coastal wetland. According to the method, the problem of poor detection performance of a large number of small-size birds in a distant view in coastal wetland bird detection in the prior art can be solved, and the detection success rate and accuracy of small-size targets in coastal wetland bird detection can be greatly improved.",2018.0,"[""birds distant view"", ""andidentification birds coastal"", ""wetland according method"", ""discloses coastal wetland"", ""bird detection prior""]",14.67037530723508
1680001,CN110383285A,"[""G06K9/00"", ""G06K9/20""]",OBJECT DETECTION,"A global object detection system comprising a plurality of local object detection systems, each arranged to monitor a respective area and comprising: an image capture device arranged to capture imagedata from its respective area; an illumination device for emitting light into its respective area; a local object detector for detecting objects in that area; a data interface for transmitting data from the local object detector to a central, remote image processing system; wherein the local object detector is configured to: control the illumination source to emit light having an identifiable characteristic; apply local image processing to the captured image data to detect objects in that area, as an absence of the identifiable characteristic in a shadow region created by the object; in response to an object being detected, transmit a portion of the image data including the detected object to the remote image processing system for further processing.",2018.0,"[""detect objects area"", ""detection systems"", ""processing local object"", ""image processing local"", ""object detector configured""]",11.814239770407683
1690001,CN109656733B,"[""G06F9/54""]",method and equipment for intelligently scheduling a multi-OCR engine,"The invention relates to a method for intelligently scheduling multiple OCR engines, and the method comprises the following steps: calling an OCR application interface to upload a to-be-identified file, and assigning the type of the to-be-identified file; determining consumption types of OCR engines for processing the file according to the type of the file to be identified, creating an OCR queue corresponding to each consumption type of OCR engine, and setting at least one OCR engine of each consumption type; When the to-be-identified file requests to enter the OCR queue corresponding to the OCR engine, firstly executing overtime detection for judging whether the OCR engine of the consumption type is overtime or not, and if not, enabling the to-be-identified file to enter the correspondingOCR queue, overtime, incapability of enqueuing and informing a user. The method has the advantages that the advantages of the OCR recognition engines of all consumption types are fully utilized to achieve high-performance and high-accuracy recognition, all the OCR recognition engines are dispatched in order, and queue congestion, system errors and engine paralysis are prevented.",2018.0,"[""types ocr engines"", ""setting ocr engine"", ""enter ocr queue"", ""ocr engine consumption"", ""scheduling multiple ocr""]",13.567664163950964
1700001,CN109583397A,"[""G06K17/00"", ""G06K9/00"", ""G06Q10/06"", ""G06Q50/20""]",An implementation method of an artificial intelligence judgment system for elevator inspection and examination,"The invention discloses an implementation method of an artificial intelligence judgment system for elevator examination. The implementation method comprises the steps that an examination simulation site is arranged; Before an examination is started, the identity of an examination person is identified through face recognition detection; After the examination is started, the camera is controlled byintelligent vision and artificial intelligence algorithm software to shoot the examination personnel and the examination site at an optimal angle according to the examination question and progress, and video image data and audio data picked up by the sound pick-up are uploaded to the upper computer; And an intelligent vision and artificial intelligence algorithm in the upper computer automaticallyreads processing results of the examination personnel on the examination questions, namely simulative fault code states and whether reaction actions and answers questions are correct or not. Examiners applying the system can normally complete examination answers or actions, namely simulated fault processing, like an evaluation teacher in an examination site in a simulation scene, and on the basisthat the system automatically reads the equipment fault code state to judge whether a fault is repaired or not, the artificial intelligence system makes correct judgment.",2018.0,"[""detection examination"", ""repaired artificial intelligence"", ""examination answers actions"", ""implementation method artificial"", ""judgment elevator""]",12.469623183633304
